age,education,job,marital,salary,balance,loan,response
37.0,secondary,technician,divorced,60000,1981,no,no
60.0,unknown,management,divorced,100000,404,no,no
47.0,secondary,blue-collar,divorced,20000,65,no,no
32.0,secondary,blue-collar,married,20000,-1,no,yes
34.0,secondary,services,married,70000,-68,no,no
36.0,unknown,blue-collar,divorced,20000,0,no,no
28.0,secondary,services,single,70000,229,no,no
31.0,secondary,services,divorced,70000,1656,no,no
43.0,primary,housemaid,married,16000,1342,yes,no
32.0,secondary,unemployed,single,8000,331,no,no
31.0,secondary,services,married,70000,238,yes,no
56.0,primary,admin.,married,50000,202,no,no
34.0,tertiary,management,single,100000,318,no,no
46.0,secondary,technician,single,60000,-1124,yes,no
27.0,secondary,admin.,single,50000,662,no,no
33.0,secondary,blue-collar,married,20000,1790,yes,no
35.0,primary,blue-collar,married,20000,198,no,no
29.0,tertiary,management,single,100000,726,no,no
39.0,tertiary,management,married,100000,183,no,no
48.0,secondary,blue-collar,married,20000,149,no,no
58.0,primary,blue-collar,married,20000,-91,no,no
36.0,secondary,blue-collar,married,20000,-9,no,no
33.0,primary,blue-collar,married,20000,134,no,no
32.0,tertiary,management,married,100000,0,no,no
32.0,tertiary,entrepreneur,single,120000,6259,no,no
31.0,secondary,admin.,married,50000,27,yes,no
30.0,primary,blue-collar,single,20000,383,no,no
30.0,tertiary,management,single,100000,1108,yes,no
40.0,primary,blue-collar,married,20000,117,no,no
35.0,primary,blue-collar,married,20000,108,no,no
42.0,primary,blue-collar,married,20000,479,no,no
60.0,primary,technician,married,60000,65,no,yes
28.0,secondary,services,single,70000,234,no,no
29.0,secondary,admin.,single,50000,-53,no,no
33.0,secondary,unemployed,married,8000,-131,yes,no
23.0,secondary,services,single,70000,-39,yes,no
34.0,primary,blue-collar,married,20000,139,no,no
29.0,secondary,services,single,70000,262,no,no
32.0,secondary,blue-collar,single,20000,160,no,no
55.0,secondary,services,married,70000,186,yes,no
39.0,primary,retired,single,55000,-79,no,no
37.0,secondary,admin.,single,50000,1113,no,no
26.0,secondary,blue-collar,single,20000,82,no,yes
35.0,tertiary,management,divorced,100000,321,no,no
26.0,tertiary,management,single,100000,1326,no,no
34.0,tertiary,technician,single,60000,2257,no,no
55.0,primary,blue-collar,married,20000,1373,no,no
39.0,secondary,services,married,70000,304,yes,no
27.0,tertiary,student,married,4000,659,no,no
30.0,secondary,entrepreneur,single,120000,491,no,no
28.0,unknown,management,single,100000,101,no,no
33.0,secondary,blue-collar,single,20000,33,no,no
43.0,tertiary,management,married,100000,291,no,no
50.0,tertiary,services,married,70000,218,no,no
26.0,primary,blue-collar,single,20000,102,no,no
33.0,secondary,blue-collar,married,20000,88,no,no
47.0,primary,blue-collar,married,20000,94,no,no
33.0,secondary,management,single,100000,-665,yes,no
34.0,secondary,blue-collar,married,20000,-331,yes,no
33.0,secondary,blue-collar,single,20000,550,no,no
23.0,secondary,student,single,4000,151,no,no
29.0,tertiary,self-employed,single,60000,5406,no,no
33.0,secondary,blue-collar,married,20000,269,no,no
41.0,unknown,management,married,100000,2457,no,no
27.0,secondary,blue-collar,single,20000,45,no,no
34.0,secondary,blue-collar,single,20000,610,no,no
53.0,secondary,management,married,100000,-133,no,no
34.0,secondary,management,single,100000,66,no,no
40.0,secondary,blue-collar,married,20000,10,no,yes
27.0,tertiary,blue-collar,married,20000,350,no,no
33.0,tertiary,services,married,70000,546,yes,no
40.0,secondary,technician,single,60000,360,no,no
21.0,secondary,student,single,4000,6,no,no
31.0,secondary,blue-collar,married,20000,0,no,no
51.0,secondary,blue-collar,married,20000,22,yes,no
26.0,secondary,technician,single,60000,57,no,no
26.0,primary,management,married,100000,1349,no,no
32.0,secondary,admin.,single,50000,708,no,no
31.0,secondary,blue-collar,married,20000,1329,yes,no
27.0,primary,unemployed,married,8000,7459,no,no
58.0,primary,retired,divorced,55000,47,no,no
39.0,unknown,services,married,70000,-516,no,no
30.0,secondary,services,married,70000,0,no,no
29.0,tertiary,technician,single,60000,433,no,no
38.0,secondary,technician,married,60000,9,no,no
29.0,tertiary,management,married,100000,-6,no,no
28.0,secondary,blue-collar,single,20000,-197,no,yes
41.0,secondary,blue-collar,single,20000,184,no,no
43.0,primary,blue-collar,married,20000,336,no,no
43.0,primary,blue-collar,single,20000,36,no,no
37.0,secondary,technician,married,60000,277,no,no
46.0,primary,blue-collar,divorced,20000,452,no,no
53.0,secondary,blue-collar,married,20000,-135,no,no
28.0,secondary,blue-collar,single,20000,7,yes,no
41.0,secondary,admin.,married,50000,442,yes,no
36.0,secondary,blue-collar,married,20000,590,no,no
37.0,tertiary,technician,married,60000,447,no,no
38.0,secondary,blue-collar,married,20000,49,no,no
32.0,secondary,technician,married,60000,1118,yes,no
33.0,primary,blue-collar,divorced,20000,390,no,yes
28.0,secondary,technician,single,60000,-125,no,no
52.0,primary,blue-collar,divorced,20000,-97,yes,no
30.0,secondary,blue-collar,single,20000,18,no,no
37.0,secondary,blue-collar,married,20000,131,no,no
27.0,secondary,technician,single,60000,527,no,no
31.0,secondary,services,married,70000,1129,no,no
47.0,tertiary,management,divorced,100000,266,no,no
33.0,secondary,blue-collar,single,20000,687,no,no
46.0,primary,blue-collar,married,20000,1726,yes,no
38.0,secondary,blue-collar,married,20000,-388,no,no
33.0,primary,blue-collar,single,20000,92,no,no
44.0,primary,blue-collar,married,20000,-11,no,no
35.0,tertiary,management,married,100000,1510,no,no
38.0,secondary,blue-collar,married,20000,171,no,no
56.0,primary,blue-collar,married,20000,420,no,no
33.0,secondary,technician,single,60000,513,no,no
45.0,primary,services,married,70000,137,no,no
30.0,primary,services,married,70000,21,no,no
34.0,secondary,admin.,married,50000,-312,no,no
32.0,secondary,blue-collar,married,20000,-208,yes,no
32.0,secondary,blue-collar,single,20000,2,no,no
27.0,secondary,admin.,married,50000,1033,no,no
48.0,secondary,unemployed,married,8000,855,no,no
54.0,primary,blue-collar,married,20000,781,no,no
29.0,tertiary,technician,single,60000,542,no,no
37.0,secondary,blue-collar,divorced,20000,-175,no,no
26.0,tertiary,entrepreneur,married,120000,79,yes,no
43.0,secondary,management,married,100000,3,no,no
31.0,secondary,blue-collar,married,20000,4471,no,no
55.0,secondary,technician,married,60000,2313,no,no
45.0,secondary,services,single,70000,-139,no,no
35.0,secondary,technician,single,60000,300,no,no
57.0,tertiary,self-employed,married,60000,-3313,yes,no
49.0,primary,blue-collar,married,20000,352,no,no
23.0,secondary,services,single,70000,105,yes,no
49.0,primary,housemaid,divorced,16000,164,no,no
35.0,tertiary,management,single,100000,-202,no,no
38.0,tertiary,technician,single,60000,-256,no,no
39.0,secondary,entrepreneur,married,120000,1261,no,no
27.0,tertiary,self-employed,single,60000,-503,no,no
37.0,secondary,blue-collar,married,20000,790,no,no
57.0,secondary,management,married,100000,0,no,no
38.0,tertiary,entrepreneur,single,120000,638,no,no
26.0,secondary,technician,married,60000,47,no,no
46.0,unknown,entrepreneur,married,120000,242,no,no
44.0,secondary,admin.,married,50000,469,no,no
44.0,primary,blue-collar,married,20000,271,yes,no
28.0,secondary,blue-collar,married,20000,948,no,no
37.0,secondary,admin.,married,50000,-356,yes,no
43.0,secondary,technician,single,60000,336,no,no
25.0,secondary,admin.,single,50000,61,no,no
34.0,primary,blue-collar,single,20000,359,no,no
39.0,primary,blue-collar,married,20000,105,no,no
35.0,secondary,management,single,100000,6809,no,no
32.0,secondary,services,married,70000,59,yes,no
31.0,secondary,services,married,70000,0,yes,no
42.0,primary,blue-collar,married,20000,0,no,no
31.0,secondary,blue-collar,single,20000,216,no,no
30.0,tertiary,technician,single,60000,2530,no,no
29.0,secondary,admin.,single,50000,356,no,no
29.0,secondary,admin.,single,50000,-228,no,no
36.0,secondary,blue-collar,married,20000,198,no,no
41.0,secondary,services,married,70000,510,no,no
37.0,secondary,blue-collar,single,20000,223,no,no
32.0,tertiary,management,single,100000,4,no,no
39.0,tertiary,entrepreneur,married,120000,338,no,no
31.0,tertiary,management,single,100000,0,no,no
33.0,secondary,blue-collar,single,20000,328,no,no
30.0,tertiary,technician,single,60000,255,no,no
24.0,secondary,student,single,4000,304,no,no
55.0,secondary,blue-collar,married,20000,-256,yes,no
27.0,secondary,services,single,70000,683,no,no
47.0,tertiary,management,divorced,100000,84,no,no
29.0,primary,blue-collar,married,20000,608,no,no
56.0,secondary,management,married,100000,230,no,no
31.0,tertiary,management,single,100000,12,no,no
46.0,primary,blue-collar,married,20000,881,no,no
47.0,unknown,technician,single,60000,77,no,no
29.0,secondary,student,single,4000,510,no,no
35.0,tertiary,admin.,divorced,50000,1555,no,no
31.0,secondary,services,single,70000,68,no,no
29.0,secondary,admin.,single,50000,43,no,no
48.0,unknown,admin.,divorced,50000,244,no,no
59.0,secondary,blue-collar,married,20000,1376,yes,no
44.0,tertiary,management,married,100000,392,no,no
30.0,tertiary,admin.,single,50000,-396,no,no
50.0,primary,blue-collar,married,20000,89,no,no
25.0,secondary,admin.,married,50000,10,no,no
32.0,secondary,blue-collar,married,20000,150,no,no
49.0,primary,blue-collar,married,20000,1387,yes,no
38.0,secondary,admin.,married,50000,253,no,no
29.0,secondary,blue-collar,single,20000,853,no,no
51.0,tertiary,management,married,100000,91,no,no
29.0,secondary,blue-collar,single,20000,348,no,no
32.0,secondary,admin.,divorced,50000,43,no,no
43.0,primary,unemployed,married,8000,-178,no,no
34.0,secondary,blue-collar,married,20000,2137,no,no
37.0,primary,blue-collar,married,20000,1160,no,no
29.0,secondary,admin.,single,50000,3986,no,no
39.0,secondary,services,single,70000,126,no,no
34.0,secondary,blue-collar,married,20000,6411,yes,no
28.0,secondary,technician,married,60000,655,no,no
37.0,primary,blue-collar,married,20000,2378,no,no
29.0,secondary,blue-collar,married,20000,15,yes,no
25.0,secondary,admin.,single,50000,96,no,no
33.0,primary,blue-collar,married,20000,191,no,no
34.0,secondary,admin.,single,50000,391,no,no
50.0,primary,blue-collar,divorced,20000,31,no,no
35.0,secondary,blue-collar,married,20000,73,no,no
53.0,tertiary,management,divorced,100000,0,no,no
41.0,primary,blue-collar,single,20000,156,no,no
48.0,primary,blue-collar,married,20000,231,no,no
32.0,secondary,blue-collar,single,20000,-83,no,no
38.0,secondary,self-employed,married,60000,138,no,no
57.0,secondary,blue-collar,married,20000,221,no,no
50.0,tertiary,management,married,100000,3284,no,no
40.0,tertiary,management,married,100000,4190,no,no
45.0,tertiary,management,single,100000,5694,no,no
34.0,secondary,blue-collar,single,20000,297,no,no
32.0,primary,blue-collar,married,20000,-89,no,no
28.0,secondary,admin.,single,50000,244,no,no
30.0,secondary,services,married,70000,152,no,no
41.0,tertiary,management,single,100000,1696,no,no
36.0,unknown,blue-collar,married,20000,714,no,no
49.0,secondary,services,divorced,70000,315,no,no
32.0,tertiary,self-employed,married,60000,312,no,no
53.0,tertiary,management,married,100000,913,no,no
44.0,secondary,unemployed,married,8000,-407,no,no
34.0,tertiary,entrepreneur,divorced,120000,338,no,no
56.0,secondary,admin.,divorced,50000,-435,yes,no
27.0,secondary,technician,single,60000,769,no,no
32.0,secondary,blue-collar,married,20000,120,yes,no
43.0,primary,blue-collar,single,20000,0,no,no
34.0,primary,admin.,divorced,50000,9569,no,no
35.0,secondary,self-employed,married,60000,351,no,no
28.0,secondary,admin.,married,50000,2,no,no
52.0,primary,management,married,100000,226,no,no
36.0,primary,blue-collar,married,20000,95,no,no
35.0,tertiary,management,single,100000,123,no,no
30.0,secondary,admin.,married,50000,15,no,no
23.0,unknown,management,single,100000,375,no,no
37.0,secondary,entrepreneur,divorced,120000,1190,no,no
29.0,secondary,services,single,70000,487,yes,no
28.0,secondary,self-employed,single,60000,123,no,no
56.0,tertiary,services,divorced,70000,2272,no,no
27.0,secondary,admin.,married,50000,133,yes,no
33.0,primary,blue-collar,single,20000,447,no,no
53.0,primary,blue-collar,married,20000,-864,no,no
47.0,secondary,blue-collar,married,20000,8,no,no
50.0,secondary,services,married,70000,107,no,no
31.0,secondary,admin.,single,50000,620,no,no
31.0,secondary,blue-collar,married,20000,42,no,no
37.0,tertiary,management,married,100000,-120,no,no
37.0,tertiary,management,single,100000,493,no,no
48.0,primary,unemployed,married,8000,296,no,no
31.0,tertiary,management,single,100000,6248,no,no
34.0,secondary,technician,married,60000,484,no,no
32.0,primary,blue-collar,single,20000,12,no,no
54.0,tertiary,management,married,100000,154,no,no
31.0,tertiary,management,single,100000,606,no,no
55.0,secondary,services,married,70000,560,no,no
27.0,secondary,blue-collar,married,20000,564,no,no
36.0,secondary,blue-collar,married,20000,771,no,no
43.0,primary,blue-collar,married,20000,757,no,no
42.0,secondary,blue-collar,married,20000,333,no,no
48.0,primary,blue-collar,married,20000,418,no,no
41.0,secondary,admin.,single,50000,-256,yes,no
36.0,secondary,technician,married,60000,494,no,no
32.0,secondary,services,single,70000,85,no,no
58.0,unknown,management,single,100000,127,no,no
40.0,secondary,services,married,70000,69,no,no
31.0,tertiary,management,married,100000,713,no,no
42.0,primary,blue-collar,married,20000,-10,no,no
34.0,secondary,blue-collar,divorced,20000,-294,no,no
34.0,secondary,technician,married,60000,222,no,no
35.0,unknown,technician,married,60000,86,no,no
57.0,secondary,management,divorced,100000,0,yes,no
28.0,primary,blue-collar,married,20000,26,no,no
50.0,secondary,technician,married,60000,103,no,no
46.0,tertiary,self-employed,married,60000,-80,no,no
28.0,secondary,blue-collar,married,20000,131,no,no
57.0,unknown,unknown,married,0,106,no,no
49.0,secondary,admin.,married,50000,15,no,no
56.0,tertiary,management,single,100000,4542,no,no
56.0,secondary,blue-collar,married,20000,172,no,no
49.0,tertiary,management,divorced,100000,0,no,no
50.0,tertiary,management,married,100000,107,no,no
47.0,secondary,admin.,single,50000,15,no,no
45.0,primary,blue-collar,married,20000,101,no,yes
44.0,secondary,unemployed,married,8000,304,no,no
51.0,tertiary,blue-collar,married,20000,7816,no,no
34.0,secondary,blue-collar,married,20000,0,no,no
25.0,tertiary,management,married,100000,784,yes,no
30.0,primary,blue-collar,married,20000,2581,no,no
39.0,secondary,unemployed,divorced,8000,507,no,no
25.0,tertiary,student,married,4000,333,no,no
34.0,secondary,admin.,divorced,50000,-220,yes,no
25.0,secondary,blue-collar,single,20000,249,no,no
33.0,secondary,blue-collar,married,20000,-257,no,no
44.0,secondary,services,divorced,70000,210,yes,no
55.0,secondary,retired,married,55000,18722,no,no
54.0,secondary,admin.,married,50000,42,no,no
43.0,secondary,unemployed,married,8000,210,no,no
35.0,secondary,blue-collar,married,20000,325,no,no
27.0,secondary,services,single,70000,123,no,no
42.0,primary,blue-collar,married,20000,-25,no,no
40.0,secondary,technician,married,60000,66,no,no
31.0,primary,blue-collar,married,20000,0,yes,no
29.0,tertiary,technician,married,60000,409,no,no
49.0,secondary,technician,married,60000,4785,no,no
59.0,primary,retired,divorced,55000,121,no,no
37.0,tertiary,management,married,100000,0,no,no
60.0,unknown,blue-collar,married,20000,231,no,no
25.0,secondary,technician,single,60000,1135,no,no
